ID_Publicacion,Usuario_Handle,Plataforma,Perfil_Usuario,Tipo_Publicacion,Contenido_Reciclado,antiguedad_cuenta_dias,Velocidad_Viralizacion,Corroboraciones_Independientes,recon_error,score_anomalia,indice_sospecha
495,@adrianagomez99,TikTok,AnÃ³nimo,Post original,No,519.8,0.8,0,0.18230935657475472,83.85300993281568,41.30539531783703
496,@jhonmedina15,X,Cuenta_Nueva,Comentario,No,17.5,9.2,1,0.13875879672778832,60.66882850590885,51.95398567024706
497,@luisa15,Instagram,Fan_Antiguo,Comentario,No,1581.7,6.8,0,0.04613243768717336,11.359099297892367,23.820179121884685
498,@porsiempreKai_915,Instagram,Fan_Antiguo,Comentario,No,535.4,10.8,5,0.06488233799669453,21.34062633313289,30.624586353409246
499,@apoyomateo_602,TikTok,Bot_Sospechoso,Repost/Cita,No,1.5,17.9,0,0.21374356820993823,100.0,66.18396067649357
500,@johanaortiz_col,X,AnÃ³nimo,Comentario,No,925.1,3.2,0,0.11954643062157708,50.44110736956199,39.93290344080576
501,@carlos_oficial,TikTok,Cuenta_Nueva,TranscripciÃ³n de audio/video,No,1.1,3.4,0,0.2302007675977477,100.0,53.66979338498633
502,@angietv,X,AnÃ³nimo,Comentario,No,10.6,1.5,1,0.1335373221884508,57.889171632119925,45.53376655836008
503,@monicarios,Instagram,AnÃ³nimo,DescripciÃ³n de captura,No,885.4,4.7,0,0.1836538625145029,84.56875893228228,42.280966425059354
504,@porsiempreKai_817,Instagram,AnÃ³nimo,Comentario,No,0.0,12.4,1,0.1621564645077523,73.12459891812236,46.326666666663904
505,@manuela34,TikTok,AnÃ³nimo,Repost/Cita,No,6.3,1.8,0,0.19144452082350158,88.71612319821939,47.580634841289275
506,@antonia34,X,Verificado,Comentario,No,1009.1,0.1,0,0.046010701097968634,11.29429271032305,21.701367991335477
507,@miguelsalazar07,X,AnÃ³nimo,Comentario,No,1417.0,2.8,0,0.11744439387054773,49.322086131416306,36.83263017578876
508,@alejandrolopez2020,X,Cuenta_Nueva,TranscripciÃ³n de audio/video,No,7.1,4.3,0,0.1445672321145719,63.76095453797033,53.69230275764297
509,@carloslopezbogota,X,Fan_Antiguo,TranscripciÃ³n de audio/video,No,30.0,2.9,0,0.05614497889904051,16.689285013437864,35.255880196616864
510,@ivan2020,Instagram,Cuenta_Nueva,Comentario,No,17.7,0.3,1,0.13357551692649136,57.909504636779275,51.359402649337596
511,@julianninobogota,X,Bot_Sospechoso,Comentario,No,909.3,0.1,3,0.1351312938501499,58.73772394290623,57.324962092810104
512,@sara_ug,X,AnÃ³nimo,Comentario,No,10.3,3.0,0,0.13387040381658305,58.066487949607534,45.635641089726896
513,@mateocruz_col,Foro anÃ³nimo,AnÃ³nimo,DescripciÃ³n de captura,No,1499.3,2.0,0,0.19228653763159698,89.16437163663178,38.26505040406521
514,@carloscardenasx,X,Fan_Antiguo,Comentario,No,1245.7,1.4,0,0.043307086495250655,9.85502093797144,25.55965425310308
515,@tomas,X,AnÃ³nimo,Comentario,No,412.0,4.3,0,0.1204581148289017,50.926443313369205,43.212310255768436
516,@fansdekai_163,Instagram,AnÃ³nimo,Comentario,No,716.1,5.0,0,0.12464793042184982,53.15689557835791,41.35882695992558
517,@kevinmoreno34,Instagram,Verificado,Comentario,No,100.5,2.4,2,0.04512439261067034,10.822465554898725,27.532031992001464
518,@david,Instagram,Fan_Antiguo,Post original,No,1595.0,0.6,0,0.10353758441063488,41.91878305744899,22.323741564608717
519,@carloscun,X,Verificado,Comentario,Posible (similar a una publicaciÃ³n anterior),911.6,16.2,0,0.06068267829637543,19.104933548341986,23.38392401899165
520,@mariax,X,AnÃ³nimo,TranscripciÃ³n de audio/video,No,1742.6,3.0,0,0.13339514498627722,57.81348346504366,36.81147213196635
521,@teamkai_304,Instagram,AnÃ³nimo,Comentario,No,805.1,10.5,2,0.1352753949982302,58.81443632439244,41.169382654334086
522,@danielaperez2020,Instagram,Verificado,Repost/Cita,No,30.0,1.9,0,0.09813942892704507,39.045069917090466,29.939213529950425
523,@laurasuarez_00,Instagram,Verificado,Comentario,No,911.9,3.9,2,0.04998255016546557,13.408710290825269,22.562049487627224
524,@jhon_oficial,TikTok,Fan_Antiguo,DescripciÃ³n de captura,No,570.2,4.0,0,0.09822803300828795,39.09223838293608,31.95380738148707
525,@samuelco,X,Fan_Antiguo,Repost/Cita,No,123.3,0.6,0,0.0339498517651611,4.8736882433089335,34.519567608097844
526,@haroldsalazar,X,Fan_Antiguo,Repost/Cita,No,748.1,3.5,1,0.03359313742305532,4.683791028347273,30.80887694742903
527,@carloslopez_col,TikTok,AnÃ³nimo,Comentario,No,13.2,12.1,0,0.12888566808963026,55.41285920488066,46.22418728650902
528,@manuelaortizsabana,Foro anÃ³nimo,Cuenta_Nueva,Comentario,No,11.3,11.3,1,0.1681858361286745,76.33434056187852,52.13272598516786
529,@yuliana22,X,Cuenta_Nueva,Comentario,No,18.5,1.6,0,0.13337598774241227,57.803285088284206,51.44107056569155
530,@carlos_oficial,X,Cuenta_Nueva,Comentario,No,1.1,23.6,0,0.18355471526489134,84.51597780085592,53.01646005164851
531,@natalia03,TikTok,AnÃ³nimo,Repost/Cita,No,642.8,0.1,0,0.18005391186583267,82.65232182424138,43.490170790635645
532,@teamkai_358,TikTok,AnÃ³nimo,Comentario,No,729.5,17.7,1,0.11954304596633099,50.439305545163684,42.12176455885634
533,@camilacastro34,TikTok,AnÃ³nimo,Comentario,No,15.2,7.2,1,0.12184483470068293,51.66466493919091,45.88502374406238
534,@hector,TikTok,Verificado,Comentario,No,326.3,3.5,1,0.021066887890143216,0.0,26.194468049653473
535,@fabianleon,X,AnÃ³nimo,Repost/Cita,No,1212.4,2.8,0,0.10061654320350359,40.36376402808238,40.111060568190666
536,@cesarmoreno,Instagram,AnÃ³nimo,DescripciÃ³n de captura,No,399.3,2.9,0,0.18150132574984262,83.42285396446249,45.19833208364511
537,@paula15,TikTok,Verificado,TranscripciÃ³n de audio/video,No,1607.4,1.4,0,0.10494519748982403,42.66812720185226,20.04959426809933
538,@david_,Foro anÃ³nimo,AnÃ³nimo,Comentario,No,18.4,2.5,0,0.15750083070703313,70.64616789284057,45.55169540948041
539,@cristianramirez_,TikTok,Verificado,Comentario,No,853.0,0.1,0,0.031742898969313704,3.698814850192052,22.6767491460468
540,@miguelcardenas,X,Verificado,DescripciÃ³n de captura,No,1066.3,4.8,0,0.05421610504594587,15.662447206601316,23.657290677329602
541,@juliana,Instagram,Cuenta_Nueva,Comentario,No,0.9,17.0,1,0.16756090730997306,76.00165911845764,52.577709739228084
542,@davidcastro,TikTok,Fan_Antiguo,TranscripciÃ³n de audio/video,No,30.0,4.6,1,0.10605681639456421,43.259898569559965,35.369213529949825
543,@antoniaperez99,X,Cuenta_Nueva,Comentario,No,4.0,15.3,1,0.1551597600032874,69.39989670552221,52.44500624843449
544,@brayan99,Instagram,AnÃ³nimo,Repost/Cita,No,0.0,0.5,0,0.213381868263279,100.0,47.533333333333225
545,@carloscardenasx,X,Fan_Antiguo,Comentario,No,1245.7,2.9,0,0.04069449034240817,8.464202922874026,25.659654253102744
546,@santiago_,Instagram,Verificado,Comentario,No,30.0,5.8,1,0.05068975687538345,13.785192446891145,28.199213529949553
547,@ximena03,Instagram,AnÃ³nimo,Comentario,No,609.3,2.8,0,0.12237861174771107,51.948821651373365,41.87949345996772
548,@david22,X,Cuenta_Nueva,Comentario,No,10.5,1.8,0,0.13928480492145448,60.948849461709386,51.50439140214906
549,@yuliana07,X,Cuenta_Nueva,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),14.7,15.1,0,0.1594815498099342,71.70060556709234,52.364814629672566
550,@natalia_real,X,AnÃ³nimo,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),18.2,15.0,1,0.1508555736287497,67.10855904756434,46.38627843038906
551,@lilianacardenas_real,Instagram,AnÃ³nimo,Comentario,No,13.7,3.8,1,0.13748082106354387,59.988496961076166,45.66772973423227
552,@tomas,X,AnÃ³nimo,Comentario,No,412.0,7.1,4,0.13742332448663155,59.957888604369714,43.39897692243447
553,@carlospardoco,Instagram,Cuenta_Nueva,Comentario,No,12.3,2.2,2,0.13858786072990623,60.5778305669337,51.519810880612695
554,@sebastian_00,TikTok,Verificado,Repost/Cita,No,1113.8,1.9,0,0.09819353637301512,39.07387406675751,23.167156544196864
555,@ricardo07,Instagram,Fan_Antiguo,Comentario,No,1197.3,3.5,3,0.047507671565113485,12.091206344107835,26.002078647004133
556,@tomas_col,TikTok,Fan_Antiguo,Post original,No,367.2,4.8,0,0.10034370466495382,40.218518175900044,30.275573606597284
557,@johanacruzx,Instagram,Verificado,Repost/Cita,No,1232.8,2.4,0,0.08885145651248826,34.10060908113658,22.45692576855733
558,@miguelsalazar07,X,AnÃ³nimo,Repost/Cita,No,1417.0,0.2,1,0.10771144931853405,44.14074396027479,38.659296842456
559,@carloscun,X,Verificado,Repost/Cita,No,1139.1,4.0,0,0.03471050793602108,5.2786242700944195,23.14907106556605
560,@kevinmoreno2020,TikTok,Fan_Antiguo,Comentario,No,632.8,2.4,0,0.027453945287986687,1.4155863307678191,29.455988502873755
561,@sofia_ug,X,Fan_Antiguo,Comentario,No,1096.8,0.1,0,0.04574261762172184,11.151578220022545,26.40337998833623
562,@juliana,Foro anÃ³nimo,Cuenta_Nueva,Comentario,No,0.9,1.5,0,0.1744507305878191,79.66946300970967,51.5443764058982
563,@vivianaramirez_ug,X,AnÃ³nimo,TranscripciÃ³n de audio/video,No,448.1,2.5,0,0.13057042347666417,56.309740317091524,44.86674164792079
564,@ivanbogota,X,AnÃ³nimo,TranscripciÃ³n de audio/video,No,398.5,2.5,0,0.1321065615716665,57.1275048743432,45.176664167290944
565,@melissa_,Instagram,Cuenta_Nueva,Comentario,No,14.6,2.5,1,0.12934585733142584,55.65784137985133,51.52543947346441
566,@sebastian98,Instagram,AnÃ³nimo,Repost/Cita,No,911.6,4.0,1,0.1711000779726849,77.88573994390339,42.070590685661024
567,@carlosmedinatv,TikTok,Verificado,Comentario,No,1927.5,3.5,0,0.026511329005594143,0.9137836677541209,16.189469299341052
568,@mvidalteam_304,X,Bot_Sospechoso,Repost/Cita,No,2.8,11.2,0,0.13331234592541139,57.76940530724646,65.7291710405707
569,@jorgecun,X,Cuenta_Nueva,Repost/Cita,No,2.2,4.6,0,0.11690541963338871,49.03516269018771,53.74292010330649
570,@yulianapardo_col,Foro anÃ³nimo,Fan_Antiguo,TranscripciÃ³n de audio/video,No,1261.8,3.9,0,0.11216589034235938,46.51206982186453,27.6257210697317
571,@ricardo07,TikTok,Fan_Antiguo,Comentario,No,1197.3,2.2,3,0.028521873530240754,1.9840989332771217,25.915411980337762
572,@yuliana,X,Verificado,Comentario,No,1050.4,0.1,0,0.0442426720198837,10.353080770490248,21.443307506456698
573,@fabian03,X,AnÃ³nimo,Comentario,No,865.1,3.0,0,0.11943395982188625,50.38123343374063,40.29447638090411
574,@johanarios34,X,Fan_Antiguo,Comentario,No,30.0,4.6,2,0.04976929761461314,13.295185095142676,33.369213529949825
575,@hectorramirez,X,AnÃ³nimo,Comentario,No,12.3,3.6,2,0.14066612903053002,61.68419864818829,45.66314421394571
576,@carlos_real,X,Fan_Antiguo,Comentario,No,30.0,0.6,1,0.05134690662483014,14.135026733048543,33.10254686328405
577,@cesarsabana,TikTok,Cuenta_Nueva,Comentario,No,2.6,9.0,0,0.13560627278095708,58.990579422709175,52.033754061482625
578,@lauramoreno22,X,AnÃ³nimo,Repost/Cita,No,30.0,0.1,1,0.10175832831340477,40.971594403432505,47.31921352995082
579,@haroldriosbogota,Instagram,Fan_Antiguo,Post original,No,1270.7,2.7,0,0.10142565797507615,40.79449703645805,24.490109972506275
580,@lilianarios_00,Instagram,Fan_Antiguo,Repost/Cita,No,248.8,3.6,1,0.08885275737166122,34.10130159473877,33.93538865283599
581,@angie_oficial,X,Cuenta_Nueva,Post original,No,6.1,3.1,0,0.13010157321201324,56.06014743847144,50.618551195533755
582,@sofiaco,Instagram,Fan_Antiguo,Comentario,No,597.0,2.9,1,0.03834597646763683,7.213969356471331,29.713015912687858
583,@valentinasuarez_real,X,AnÃ³nimo,Comentario,No,6.5,1.9,0,0.13724971643212006,59.86546819353894,45.58605182037782
584,@carlos03,TikTok,AnÃ³nimo,Comentario,No,10.1,2.4,0,0.12149277718345211,51.47724678932401,45.596890777305134
585,@cesarlopez98,Foro anÃ³nimo,Cuenta_Nueva,Comentario,No,10.1,1.7,0,0.16092762945548228,72.47042742421547,51.50022411063863
586,@viviana_real,X,Cuenta_Nueva,Comentario,No,10.6,0.9,0,0.13657049934941318,59.50388634180007,51.4437665583602
587,@mvidalteam_128,X,Bot_Sospechoso,Repost/Cita,No,1.9,22.3,0,0.14518343109197324,64.08898864217811,66.4747946346697
588,@adrianacun,Instagram,Cuenta_Nueva,Comentario,No,17.8,4.0,4,0.15230413221637903,67.87970057183206,51.60544447221439
589,@haroldgomez2020,TikTok,AnÃ³nimo,Repost/Cita,No,300.7,0.5,1,0.17695882062530605,81.00464709617017,45.65442805965164
590,@miguelsalazar07,X,AnÃ³nimo,Comentario,No,1417.0,0.1,2,0.13078493166013852,56.423933949979386,36.652630175789355
591,@oscarpinzon,X,Cuenta_Nueva,Comentario,No,0.2,15.0,1,0.16786639379398044,76.16428513505954,52.448750312418554
592,@santiago22,TikTok,Fan_Antiguo,Comentario,No,2439.2,3.1,0,0.03135711841729087,3.493444211088944,18.21547696409162
593,@samuelcun,Foro anÃ³nimo,Cuenta_Nueva,Comentario,No,12.4,2.9,0,0.15779764372504987,70.80417658167828,51.56585270349016
594,@oscarrojascun,TikTok,AnÃ³nimo,Repost/Cita,No,1224.3,2.5,0,0.17454020116490232,79.7170927554295,40.01670415729345
595,@mateoleon_real,X,Verificado,Repost/Cita,No,30.0,1.2,0,0.04010048211490673,8.14798208521175,29.892546863283915
596,@fansdekai_039,X,Fan_Antiguo,Comentario,No,0.0,3.3,4,0.08508196980479288,32.09391929288554,33.46999999999927
597,@oscarvargas34,TikTok,Cuenta_Nueva,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),8.7,1.4,0,0.1232686396905646,52.42262886245496,51.48897192368543
598,@johanatv,Instagram,Cuenta_Nueva,Comentario,No,10.5,4.5,2,0.13930503533106564,60.95961913926149,51.684391402148464
599,@paola07,TikTok,AnÃ³nimo,Comentario,No,30.0,0.1,0,0.11970232785614851,50.52409940876787,45.31921352995082
600,@tomas_,X,AnÃ³nimo,TranscripciÃ³n de audio/video,No,1442.6,0.8,0,0.1318090213034841,56.96910903319693,38.53933683245837
601,@tomas_,Instagram,AnÃ³nimo,Comentario,No,1442.6,3.0,2,0.1227846388535851,52.16497056242992,36.68600349912455
602,@daniela15,X,AnÃ³nimo,Comentario,No,1073.8,5.4,0,0.1265335036954462,54.160682281040906,39.15042739315051
603,@miguelgomez98,TikTok,Verificado,Comentario,No,736.6,9.9,1,0.03095754022743637,3.2807283865306727,24.05740064983534
604,@haroldbogota,X,AnÃ³nimo,Comentario,No,8.1,0.7,0,0.13905177698542953,60.82479682116184,45.496054319753235
605,@jorgecun,TikTok,Cuenta_Nueva,Comentario,No,2.2,1.4,0,0.12826553663246504,55.082731641378125,51.52958676997387
606,@kevinmoreno2020,Instagram,Fan_Antiguo,Comentario,No,632.8,18.7,0,0.0600852737903543,18.78690469862077,30.542655169536793
607,@sebastiantv,X,Verificado,Repost/Cita,No,878.4,0.4,0,0.038577371971188365,7.3371529700588605,24.53803882362734
608,@monica2020,X,Cuenta_Nueva,Comentario,No,19.1,0.6,1,0.14550757786628593,64.26154848184538,51.3706548362908
609,@carlos03,Instagram,AnÃ³nimo,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),10.1,16.2,0,0.15342565927889878,68.47674655663711,46.516890777302066
610,@fansdekai_135,TikTok,AnÃ³nimo,Comentario,No,438.7,10.7,1,0.10964006349713651,45.167443529151605,43.4721436307566
611,@juan_ug,TikTok,Cuenta_Nueva,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),15.1,0.1,0,0.12925285375401308,55.60833083808869,51.36231525451967
612,@johana07,TikTok,AnÃ³nimo,Comentario,No,2802.4,4.6,1,0.1097967250938104,45.25084247724043,28.296044322251745
613,@apoyomateo_927,X,Bot_Sospechoso,Repost/Cita,No,1.9,24.1,0,0.1489065943751001,66.0710181118641,66.59479463466931
614,@tomasperezbogota,X,Cuenta_Nueva,Comentario,No,0.0,10.8,1,0.17879080944172127,81.97990806275894,52.16999999999759
615,@natalia03,TikTok,AnÃ³nimo,Post original,No,642.8,2.1,0,0.17931211829799082,82.2574273218839,40.62350412396854
616,@sofiasuarez_oficial,TikTok,AnÃ³nimo,Comentario,No,1916.5,1.9,1,0.10250051799312354,41.3666997763196,33.651535449470536
617,@claudia_oficial,X,Verificado,Comentario,No,30.0,0.1,0,0.052131692344522584,14.552808147811746,27.819213529950826
618,@manuelapinzon,TikTok,Cuenta_Nueva,Comentario,No,7.0,1.4,1,0.12036712999149643,50.87800744974509,51.49959426809934
619,@oscarrojascun,TikTok,AnÃ³nimo,TranscripciÃ³n de audio/video,No,1224.3,2.8,0,0.1838349944555869,84.66518469119457,40.036704157293386
620,@mateoleon_real,Foro anÃ³nimo,Verificado,Comentario,No,30.0,0.1,1,0.07525742960440529,26.86381609232722,27.819213529950826
621,@santiago22,X,Fan_Antiguo,TranscripciÃ³n de audio/video,No,2439.2,1.5,0,0.056042649221000204,16.634809713249304,20.10881029742531
622,@nataliacardenas15,TikTok,AnÃ³nimo,Comentario,No,517.2,1.7,0,0.11151328352301915,46.164653968814946,42.3816412563522
623,@kevincardenas2020,X,Verificado,DescripciÃ³n de captura,No,468.4,2.0,0,0.05318490568905261,15.113487260700909,27.20656502540987
624,@fansdekai_482,X,Cuenta_Nueva,Comentario,No,0.0,10.2,2,0.16582294593378036,75.07645374795963,52.129999999997736
625,@liliananinoco,TikTok,AnÃ³nimo,Repost/Cita,No,1093.5,1.1,0,0.17292830990413927,78.85900092925567,40.74066650004141
626,@kevin_00,X,Cuenta_Nueva,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),18.5,13.7,1,0.1409630361695378,61.842257442423964,52.247737232355526
627,@cesar_ug,Foro anÃ³nimo,AnÃ³nimo,Repost/Cita,No,560.4,0.1,0,0.18585638570192367,85.741274219194,44.0050420728151
628,@carlos_real,Instagram,Fan_Antiguo,TranscripciÃ³n de audio/video,No,30.0,3.2,0,0.10829669479865311,44.452299941140154,35.2758801966168
629,@lilianacardenas_real,Instagram,AnÃ³nimo,Comentario,No,13.7,2.9,0,0.13820421730161364,60.37359762765507,45.607729734232464
630,@tatianacun,Instagram,Fan_Antiguo,Comentario,No,1900.8,2.2,1,0.04779509746393173,12.244217791226077,21.519635924351757
631,@mvidalteam_304,TikTok,Bot_Sospechoso,Repost/Cita,No,2.8,29.6,0,0.22106276366131827,100.0,66.95583770723329
632,@porsiempreKai_824,TikTok,AnÃ³nimo,Comentario,No,0.0,0.1,2,0.14223170373908628,62.5176338143053,45.50666666666664
633,@yuliana22,Instagram,Cuenta_Nueva,Comentario,No,18.5,17.1,1,0.14638816067262478,64.73032756563474,52.47440389902144
634,@manuelapinzon,TikTok,Cuenta_Nueva,Comentario,No,7.0,0.1,0,0.13132896204821082,56.713549037894204,51.412927601432955
635,@samuel_col,X,Verificado,Comentario,No,2095.2,2.9,2,0.04053412979759014,8.378834836267494,15.101606265099749
636,@esteban_uni,Instagram,AnÃ³nimo,Comentario,No,4.7,8.5,7,0.17329390374569778,79.05362515408852,46.0372990085793
637,@luisa_ug,TikTok,Fan_Antiguo,Comentario,No,1570.9,3.6,4,0.03312143298384508,4.432678727220578,23.674328917769756
638,@antonia_real,Instagram,Verificado,Comentario,No,583.1,0.1,0,0.04978427364978077,13.303157601526106,24.363202532700136
639,@carolinapinzon34,TikTok,Fan_Antiguo,Comentario,No,61.0,2.5,0,0.024780005026416037,0.0,33.03551195534394
640,@tatiana15,Foro anÃ³nimo,AnÃ³nimo,Repost/Cita,No,1660.6,1.6,0,0.18002532472625096,82.63710343364279,37.23051070565656
641,@kevin15,Foro anÃ³nimo,AnÃ³nimo,Comentario,No,22.8,10.3,0,0.1625782494018115,73.34913650251528,46.04420228276035
642,@antonia34,Foro anÃ³nimo,Verificado,Comentario,No,1009.1,2.3,0,0.0651831589470922,21.5007686485369,21.848034658001655
643,@antonia_real,TikTok,Verificado,Comentario,No,583.1,0.7,0,0.028596169290239715,2.0236503508735555,24.403202532700004
644,@angie03,X,Cuenta_Nueva,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),911.6,4.0,1,0.1250815700844505,53.38774405991508,46.02059068566102
645,@angie07,TikTok,Cuenta_Nueva,Comentario,No,21.7,1.7,0,0.11436548339105597,47.68302524667515,51.42774223110851
646,@yesidcastro,X,AnÃ³nimo,DescripciÃ³n de captura,No,23.9,3.5,0,0.13231617977212456,57.23909532018083,47.58399566774895
647,@saralopez34,Instagram,Verificado,Comentario,No,749.9,1.7,1,0.03787961358693319,6.965700639031152,23.42762975922648
648,@samuel_col,TikTok,Verificado,Comentario,No,2095.2,2.7,2,0.024226137506207317,0.0,15.088272931766458
649,@adrianariostv,Instagram,Cuenta_Nueva,Comentario,No,13.2,2.3,1,0.1301584939914527,56.09044926885257,51.520853953177856
650,@brayan15,X,AnÃ³nimo,Comentario,No,2.1,7.2,3,0.16908455122358934,76.81277238651687,45.96687828042829
651,@monica34,Foro anÃ³nimo,Cuenta_Nueva,Comentario,No,19.9,0.1,1,0.1593433282361299,71.62702318249265,51.332322752645155
652,@julianacardenas34,X,Cuenta_Nueva,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),0.0,16.5,1,0.16892304025207172,76.72679186917661,52.54999999999633
653,@gabrielanino_real,TikTok,AnÃ³nimo,Comentario,No,2428.8,0.1,0,0.11737059685643132,49.28280022165876,30.330460718153773
654,@carloslopez_col,X,AnÃ³nimo,Comentario,No,13.2,1.3,0,0.13899515879804006,60.794656075942655,45.504187286511424
655,@camilasuarezbogota,TikTok,Fan_Antiguo,Repost/Cita,No,1132.7,1.6,0,0.0911843180630341,35.34251011804088,28.279061068065957
656,@luisatv,X,AnÃ³nimo,Comentario,No,2238.0,4.8,1,0.11854043748453791,49.90556597846862,31.83599600099868
657,@alejandrorojas_11,Instagram,AnÃ³nimo,Comentario,No,284.9,2.1,0,0.1255133384433481,53.61759635118884,43.85982004498828
658,@esteban_uni,X,AnÃ³nimo,Comentario,No,4.7,17.8,0,0.16051036076151862,72.24829404318396,46.65729900857723
659,@adrianagomez99,TikTok,AnÃ³nimo,Repost/Cita,No,519.8,0.1,0,0.18062490311403256,82.95628955136038,44.258728651170514
660,@angie07,X,Cuenta_Nueva,Comentario,No,21.7,9.4,1,0.13505831532385798,58.69887375591056,51.94107556444013
661,@lilianax,TikTok,Cuenta_Nueva,Comentario,No,20.0,3.9,1,0.11331890553298671,47.125878541233845,51.585031242188585
662,@danielaperez2020,Foro anÃ³nimo,Verificado,Repost/Cita,No,30.0,3.8,0,0.10687331662549389,43.694563234159084,30.065880196616668
663,@gabrielarojas,X,Cuenta_Nueva,Comentario,No,0.0,2.4,4,0.167684647296675,76.06753221656571,51.60999999999947
664,@oscarleon_ug,Foro anÃ³nimo,Fan_Antiguo,Repost/Cita,No,1298.5,2.8,0,0.0963776909405096,38.10720704575111,27.323070065816257
665,@fabian03,Instagram,AnÃ³nimo,Comentario,No,865.1,4.2,0,0.1240244193599287,52.82496887909024,40.374476380903836
666,@ricardoleonbogota,X,Fan_Antiguo,Comentario,No,1107.8,4.5,0,0.044390846512855436,10.43196160095415,26.627980504872784
667,@valentina07,X,AnÃ³nimo,Comentario,No,753.6,0.6,0,0.12180587588348195,51.64392517627307,40.831177205698445
668,@felipe98,X,AnÃ³nimo,Comentario,No,4.6,0.9,1,0.14406592069344965,63.49408093222291,45.53125718570337
669,@despiertaya_138,TikTok,Bot_Sospechoso,Repost/Cita,No,0.4,21.0,0,0.2239958318380013,100.0,66.39750062483914
670,@camilacruz07,Instagram,Verificado,Comentario,No,647.4,1.2,0,0.04139438101823696,8.83679038132309,24.034761309672316
671,@johanasabana,Instagram,Verificado,Comentario,No,1901.9,1.3,0,0.045992578579589986,11.2846451706478,16.202762642672376
672,@hectorcun,Foro anÃ³nimo,Verificado,DescripciÃ³n de captura,No,30.0,2.4,0,0.11994594174435588,50.65378749089954,29.972546863283643
673,@paola,Instagram,Fan_Antiguo,Comentario,No,890.2,3.1,0,0.0431574962600502,9.775386435802746,27.894307256518513
674,@sebastian03,TikTok,Fan_Antiguo,Comentario,No,30.0,3.9,3,0.03861543456076649,7.357415625360149,33.32254686328331
675,@alejandropinzon99,TikTok,AnÃ³nimo,Repost/Cita,No,1712.2,0.2,0,0.17813721442742111,81.63196614319457,36.81475797717233
676,@manuelaortizsabana,X,Cuenta_Nueva,Comentario,No,11.3,0.1,1,0.1419291931233622,62.35659200397824,51.38605931850368
677,@sara_ug,TikTok,AnÃ³nimo,Comentario,No,10.3,4.4,1,0.12292064875784958,52.237375562673414,45.728974423059924
678,@sebastianalarconco,X,Fan_Antiguo,Comentario,No,142.0,0.1,0,0.04693782261058015,11.787846718094801,32.36938848621176
679,@angie_oficial,Instagram,Cuenta_Nueva,Comentario,No,6.1,3.1,0,0.14085258928091726,61.78346093756125,51.618551195533755
680,@adrianacun,X,Cuenta_Nueva,Comentario,No,17.8,7.2,1,0.14751642866328074,65.3309620898626,51.818777805547015
681,@isabellabogota,X,Fan_Antiguo,Comentario,No,470.7,0.1,0,0.04471748063363719,10.605845581849744,30.315526951595416
682,@juliana,Instagram,Cuenta_Nueva,DescripciÃ³n de captura,No,0.9,4.9,0,0.21480900335081943,100.0,53.771043072564105
683,@carloscardenasx,X,Fan_Antiguo,Comentario,No,1245.7,3.2,1,0.03997382685049936,8.080557036279853,25.67965425310268
684,@yulianaramirez_col,X,Fan_Antiguo,Repost/Cita,No,30.0,0.5,1,0.04149679528109965,8.891310710321267,35.0958801966174
685,@david,Instagram,Fan_Antiguo,DescripciÃ³n de captura,No,1595.0,1.6,0,0.09885028375737655,39.42349415348397,25.390408231275156
686,@noloocultes_349,X,Bot_Sospechoso,Repost/Cita,No,1.1,19.5,0,0.1478392965341303,65.50284110407041,66.2931267183161
687,@antoniaperez99,X,Cuenta_Nueva,Comentario,SÃ­ (idÃ©ntico a publicaciÃ³n de 2023 sobre otro creador),4.0,13.2,1,0.15446454001559262,69.02979569228688,52.30500624843495
688,@paula_00,Foro anÃ³nimo,Fan_Antiguo,Repost/Cita,No,1199.9,4.1,1,0.10192352643043612,41.05953777614909,28.025832708488636
689,@karenpinzon_,X,AnÃ³nimo,Repost/Cita,No,2028.6,2.6,1,0.10717645039970533,43.855936783492005,34.99775222860894
690,@luisa15,X,Fan_Antiguo,Comentario,No,1581.7,0.1,0,0.045846356723427045,11.206803828222512,23.373512455219505
691,@cesarlopez98,X,Cuenta_Nueva,Comentario,No,10.1,3.2,0,0.13698077563552652,59.72229730794686,51.600224110638294
692,@nicolasperez_uni,X,Verificado,Comentario,No,1272.7,2.4,1,0.03694529256208397,6.4683139641595835,20.207613096725282
693,@nicolassalazar_col,X,AnÃ³nimo,Comentario,No,91.6,1.5,0,0.12887338559677627,55.406320608277035,45.02764308922737
694,@esteban03,X,Verificado,Comentario,No,1936.3,0.2,0,0.04320664924279498,9.801553072319773,15.914483045905147
